meta_pmid,study_pmid,status,final_status,
35664889,28219620,,,
35664889,26707083,,,
35664889,26859768,,,
35664889,26944874,,,
35664889,23565102,,,
35664889,14761903,,,
35664889,21930136,,,
35664889,19687454,,,
35664889,28724588,,,
35664889,22952324,,,
35664889,27301638,,,
35664889,25619850,,,
35664889,18661129,,,
35664889,15668960,,,
35664889,14527604,,,
35664889,28119587,,,
35664889,23986673,,,
35664889,27679483,,,
35664889,28304289,,,
35664889,29748771,,,
35664889,27662284,,,
35664889,23092697,,,
35664889,29614645,,,
35664889,27567867,,,
35664889,15585344,,,
35664889,30545239,,,
35664889,15695781,,,
35664889,15212830,,,
35664889,17898350,,,
35664889,17219132,,,
35664889,15084791,,,
35664889,16534207,,,
35664889,20493673,,,
35664889,31273672,,,
35664889,26594631,,,
35664889,25899416,,,
35664889,28348957,,,
35664889,26185182,,,
35664889,19126572,,,
35664889,26928581,,,
35664889,25773639,,,
=======
=======
>>>>>>> Stashed changes
35664889,30704514,NO,NO,
35664889,31535269,NO,NO,
35664889,31555409,NO,NO,
35664889,15937303,NO,NO,
35664889,40055834,NO,NO,
35664889,31391394,NO,NO,
35664889,24167442,NO,NO,
35664889,37823470,NO,NO,
35664889,28373956,NO,NO,
35664889,15215218,NO,NO,
35664889,26889604,NO,NO,
35664889,17350290,NO,NO,
35664889,24533506,NO,NO,
35664889,38265470,NO,NO,
35664889,31914227,NO,NO,
35664889,26594631,NO,NO,
35664889,28601570,NO,NO,
35664889,15536300,NO,NO,
35664889,21849646,NO,NO,
35664889,32289706,NO,NO,
35664889,26653846,NO,NO,
35664889,14697007,NO,NO,
35664889,30788410,NO,NO,
35664889,38826096,NO,NO,
35664889,41499339,NO,NO,
35664889,26284764,NO,NO,
35664889,41556545,NO,NO,
35664889,30094168,NO,NO,
35664889,26432341,NO,NO,
35664889,40026013,NO,NO,
35664889,17574708,NO,NO,
35664889,27630558,NO,NO,
35664889,24740987,NO,NO,
35664889,20150729,NO,NO,
35664889,21195775,NO,NO,
35664889,24005336,NO,NO,
35664889,32144991,NO,NO,
35664889,40785170,NO,NO,
35664889,33563798,NO,NO,
35664889,41149828,NO,NO,
35664889,41675224,NO,NO,
35664889,41282675,NO,NO,
35664889,26401773,NO,NO,
35664889,28374078,NO,NO,
35664889,26810632,NO,NO,
35664889,31914230,NO,NO,
35664889,23572495,NO,NO,
35664889,29088311,NO,NO,
35664889,31824254,NO,NO,
35664889,36993574,NO,NO,
35664889,31860018,NO,NO,
35664889,17898350,NO,NO,
35664889,30672142,NO,NO,
35664889,19747928,NO,NO,
35664889,18436612,NO,NO,
35664889,19433738,NO,NO,
35664889,16406154,NO,NO,
35664889,21822699,NO,NO,
35664889,22399793,NO,NO,
35664889,28811257,NO,NO,
35664889,25929717,NO,NO,
35664889,38742046,NO,NO,
35664889,40990841,NO,NO,
35664889,20053378,NO,NO,
35664889,26585059,NO,NO,
35664889,41065198,NO,NO,
35664889,21881831,NO,NO,
35664889,41675432,NO,NO,
35664889,28701492,NO,NO,
35664889,28882319,NO,NO,
35664889,17909155,NO,NO,
35664889,19470967,NO,NO,
35664889,25683866,NO,NO,
35664889,30930736,NO,NO,
35664889,18593276,NO,NO,
35664889,41571385,NO,NO,
35664889,40400344,NO,NO,
35664889,40260680,NO,NO,
35664889,23806681,NO,NO,
35664889,21084313,NO,NO,
35664889,32183776,NO,NO,
35664889,21237621,NO,NO,
35664889,25144223,NO,NO,
35664889,25628962,NO,NO,
35664889,30847466,NO,NO,
35664889,26515192,NO,NO,
35664889,39924821,NO,NO,
35664889,40810361,NO,NO,
35664889,30762136,NO,NO,
35664889,31011326,NO,NO,
35664889,21908872,NO,NO,
35664889,30707358,NO,NO,
35664889,39387948,NO,NO,
35664889,39990273,NO,NO,
35664889,26674655,NO,NO,
35664889,27104896,NO,NO,
35664889,39079070,NO,NO,
35664889,40677151,NO,NO,
35664889,28460069,NO,NO,
35664889,28416618,NO,NO,
35664889,24040338,NO,NO,
35664889,22795494,NO,NO,
35664889,19416953,NO,NO,
35664889,32116647,NO,NO,
35664889,10417247,NO,NO,
35664889,26923025,NO,NO,
35664889,22573634,NO,NO,
35664889,20503113,NO,NO,
35664889,27255821,NO,NO,
35664889,32198310,NO,NO,
35664889,41284585,NO,NO,
35664889,41628396,NO,NO,
35664889,31887311,NO,NO,
35664889,31944489,NO,NO,
35664889,16237363,NO,NO,
35664889,28906375,NO,NO,
35664889,31105553,NO,NO,
35664889,30906945,NO,NO,
35664889,19346314,NO,NO,
35664889,30638083,NO,NO,
35664889,19150504,NO,NO,
35664889,25461707,NO,NO,
35664889,28413716,NO,NO,
35664889,28413716,NO,NO,
35664889,16448722,NO,NO,
35664889,16359874,NO,NO,
35664889,28209520,NO,NO,
35664889,26583316,NO,NO,
35664889,41282725,NO,NO,
35664889,31119452,NO,NO,
35664889,20083207,NO,NO,
35664889,41412141,NO,NO,
35664889,26338813,NO,NO,
35664889,19501175,NO,NO,
35664889,19308367,NO,NO,
35664889,27372646,NO,NO,
35664889,24700485,NO,NO,
35664889,41047640,NO,NO,
35664889,11939938,NO,NO,
35664889,27752510,NO,NO,
35664889,29614640,NO,NO,
35664889,11982486,NO,NO,
35664889,30109402,NO,NO,
35664889,41554669,NO,NO,
35664889,27498041,NO,NO,
35664889,32989107,NO,NO,
35664889,35453034,NO,NO,
35664889,27104138,NO,NO,
35664889,19770055,NO,NO,
35664889,31011951,NO,NO,
35664889,22990433,NO,NO,
35664889,15025046,NO,NO,
35664889,23794681,NO,NO,
35664889,23874403,NO,NO,
35664889,31960098,NO,NO,
35664889,23805313,NO,NO,
35664889,18093623,NO,NO,
35664889,23455991,NO,NO,
35664889,27012504,NO,NO,
35664889,38374256,NO,NO,
35664889,41254983,NO,NO,
35664889,22044532,NO,NO,
35664889,23457466,NO,NO,
35664889,26932257,NO,NO,
35664889,27429218,NO,NO,
35664889,29228211,NO,NO,
35664889,18166607,NO,NO,
35664889,21029744,NO,NO,
35664889,20045477,NO,NO,
35664889,40502594,NO,NO,
35664889,41277710,NO,NO,
35664889,21172844,NO,NO,
35664889,27354513,NO,NO,
35664889,30569187,NO,NO,
35664889,27066561,NO,NO,
35664889,21233181,NO,NO,
35664889,26024845,NO,NO,
35664889,34266598,NO,NO,
35664889,26377252,NO,NO,
35664889,31182509,NO,NO,
35664889,41343108,NO,NO,
35664889,29915557,NO,NO,
35664889,35189395,NO,NO,
35664889,26251109,NO,NO,
35664889,20493673,NO,NO,
35664889,22184615,NO,NO,
35664889,40756022,NO,NO,
35664889,30859283,NO,NO,
35664889,34719771,NO,NO,
35664889,27298765,NO,NO,
35664889,26503957,NO,NO,
35664889,41678253,NO,NO,
35664889,38192155,NO,NO,
35664889,18492729,NO,NO,
35664889,10940680,NO,NO,
35664889,40773016,NO,NO,
35664889,22674572,NO,NO,
35664889,19674446,NO,NO,
35664889,19946779,NO,NO,
35664889,22502999,NO,NO,
35664889,23677732,NO,NO,
35664889,31989779,NO,NO,
35664889,23306064,NO,NO,
35664889,31064266,NO,NO,
35664889,21502595,NO,NO,
35664889,39766833,NO,NO,
35664889,27484312,NO,NO,
35664889,40618089,NO,NO,
35664889,10940679,NO,NO,
35664889,41245435,NO,NO,
35664889,19702415,NO,NO,
35664889,32180125,NO,NO,
35664889,41646781,NO,NO,
35664889,27436017,NO,NO,
35664889,41271684,NO,NO,
35664889,41571385,NO,NO,
35664889,27510944,NO,NO,
35664889,41614679,NO,NO,
35664889,41277710,NO,NO,
35664889,36163388,NO,NO,
35664889,34853179,NO,NO,
35664889,30646429,NO,NO,
35664889,41366786,NO,NO,
35664889,20404309,NO,NO,
35664889,27684890,NO,NO,
35664889,29948344,NO,NO,
35664889,38147792,NO,NO,
35664889,20071459,NO,NO,
35664889,41225656,NO,NO,
35664889,22414571,NO,NO,
35664889,10862805,NO,NO,
35664889,31525130,NO,NO,
35664889,25973788,NO,NO,
35664889,41664541,NO,NO,
35664889,41343108,NO,NO,
35664889,26473985,NO,NO,
35664889,24179759,NO,NO,
35664889,31046591,NO,NO,
35664889,25890642,NO,NO,
35664889,29394332,NO,NO,
35664889,20728544,NO,NO,
35664889,26001387,NO,NO,
35664889,17532012,NO,NO,
35664889,41109234,NO,NO,
35664889,25596865,NO,NO,
35664889,31844711,NO,NO,
35664889,38062485,NO,NO,
35664889,18474436,NO,NO,
35664889,41608854,NO,NO,
35664889,10364643,NO,NO,
35664889,16914245,NO,NO,
35664889,25373846,NO,NO,
35664889,23542864,NO,NO,
35664889,21760989,NO,NO,
35664889,26594624,NO,NO,
35664889,26401709,NO,NO,
35664889,41677946,NO,NO,
35664889,19031322,NO,NO,
35664889,31308118,NO,NO,
35664889,31439620,NO,NO,
35664889,30941090,NO,NO,
35664889,32039841,NO,NO,
35664889,41234527,NO,NO,
35664889,40534487,NO,NO,
35664889,34216263,NO,NO,
35664889,23006986,NO,NO,
35664889,41282725,NO,NO,
35664889,37010841,NO,NO,
35664889,41282725,NO,NO,
35664889,27104906,NO,NO,
35664889,26836150,NO,NO,
35664889,12821731,NO,NO,
35664889,39580607,NO,NO,
35664889,22986775,NO,NO,
35664889,41315482,NO,NO,
35664889,41192580,NO,NO,
35664889,41592266,NO,NO,
35664889,21908872,NO,NO,
35664889,17479980,NO,NO,
35664889,35491275,NO,NO,
35664889,41366786,NO,NO,
35664889,30760643,NO,NO,
35664889,23208308,NO,NO,
35664889,16763044,NO,NO,
35664889,11792404,NO,NO,
35664889,41677246,NO,NO,
35664889,23107380,NO,NO,
35664889,26721391,NO,NO,
35664889,40398513,NO,NO,
35664889,24179781,NO,NO,
35664889,29299378,NO,NO,
35664889,25322925,NO,NO,
35664889,28733335,NO,NO,
35664889,11827872,NO,NO,
35664889,26583316,NO,NO,
35664889,28705819,NO,NO,
35664889,22036676,NO,NO,
35664889,22976075,NO,NO,
35664889,25821176,NO,NO,
35664889,26936938,NO,NO,
35664889,35032179,NO,NO,
35664889,25188321,NO,NO,
35664889,31881858,NO,NO,
35664889,29131982,NO,NO,
35664889,27986990,NO,NO,
35664889,28616383,NO,NO,
35664889,31478721,NO,NO,
35664889,41578347,NO,NO,
35664889,41032666,NO,NO,
35664889,28337409,NO,NO,
35664889,26912642,NO,NO,
35664889,19540253,NO,NO,
35664889,26442751,NO,NO,
35664889,41149828,NO,NO,
35664889,29213767,NO,NO,
35664889,18984957,NO,NO,
35664889,27258418,NO,NO,
35664889,33333361,NO,NO,
35664889,28633865,NO,NO,
35664889,41646781,NO,NO,
35664889,24179826,NO,NO,
35664889,24179835,NO,NO,
35664889,24683513,NO,NO,
35664889,24685626,NO,NO,
35664889,39938002,NO,NO,
35664889,19158440,NO,NO,
35664889,25199154,NO,NO,
35664889,25221525,NO,NO,
35664889,26667277,NO,NO,
35664889,36570531,NO,NO,
35664889,41676499,NO,NO,
35664889,41604947,NO,NO,
35664889,41673623,NO,NO,
35664889,28064175,NO,NO,
35664889,37694825,NO,NO,
35664889,22366795,NO,NO,
35664889,32179883,NO,NO,
35664889,26343341,NO,NO,
35664889,26646114,NO,NO,
35664889,31693851,NO,NO,
35664889,36964594,NO,NO,
35664889,29542053,NO,NO,
35664889,31498507,NO,NO,
35664889,21792308,NO,NO,
35664889,37201288,NO,NO,
35664889,26463677,NO,NO,
35664889,31551779,NO,NO,
35664889,26852326,NO,NO,
35664889,15728305,NO,NO,
35664889,41065198,NO,NO,
35664889,38062485,NO,NO,
35664889,41634195,NO,NO,
35664889,41677578,NO,NO,
35664889,41068257,NO,NO,
35664889,40131525,NO,NO,
35664889,40673371,NO,NO,
35664889,29053860,NO,NO,
35664889,40666348,NO,NO,
35664889,41543764,NO,NO,
35664889,41634195,NO,NO,
35664889,22366793,NO,NO,
35664889,27401520,NO,NO,
35664889,21596458,NO,NO,
35664889,29554554,NO,NO,
35664889,41366786,NO,NO,
35664889,29057638,NO,NO,
35664889,30712283,NO,NO,
35664889,40543321,NO,NO,
35664889,30878181,NO,NO,
35664889,29075567,NO,NO,
35664889,19497964,NO,NO,
35664889,31798526,NO,NO,
35664889,21618662,NO,NO,
35664889,29086152,NO,NO,
35664889,26560730,NO,NO,
35664889,17988893,NO,NO,
35664889,11723259,NO,NO,
35664889,31388560,NO,NO,
35664889,24516415,NO,NO,
35664889,40986290,NO,NO,
35664889,20182057,NO,NO,
35664889,20938177,NO,NO,
35664889,15084791,NO,NO,
35664889,31041612,NO,NO,
35664889,24150110,NO,NO,
35664889,19892022,NO,NO,
35664889,21958648,NO,NO,
35664889,29107846,NO,NO,
35664889,30317048,NO,NO,
35664889,41383521,NO,NO,
35664889,40810361,NO,NO,
35664889,39568670,NO,NO,
35664889,24523434,NO,NO,
35664889,26513651,NO,NO,
35664889,22345371,NO,NO,
35664889,25140560,NO,NO,
35664889,22491196,NO,NO,
35664889,41472887,NO,NO,
35664889,26836150,NO,NO,
35664889,31205123,NO,NO,
35664889,24951639,NO,NO,
35664889,17976961,NO,NO,
35664889,21237621,NO,NO,
35664889,15025054,NO,NO,
35664889,30827922,NO,NO,
35664889,29328983,NO,NO,
35664889,23158228,NO,NO,
35664889,21304142,NO,NO,
35664889,19153155,NO,NO,
35664889,17381257,NO,NO,
35664889,30529631,NO,NO,
35664889,26075893,NO,NO,
35664889,22869921,NO,NO,
35664889,41183134,NO,NO,
35664889,27222795,NO,NO,
35664889,23285078,NO,NO,
35664889,21385617,NO,NO,
35664889,40502594,NO,NO,
35664889,31735167,NO,NO,
35664889,24926307,NO,NO,
35664889,29213586,NO,NO,
35664889,19236162,NO,NO,
35664889,28474365,NO,NO,
35664889,28785992,NO,NO,
35664889,18177439,NO,NO,
35664889,38940350,NO,NO,
35664889,33704477,NO,NO,
35664889,32180125,NO,NO,
35664889,20299441,NO,NO,
35664889,21059987,NO,NO,
35664889,31696638,NO,NO,
35664889,26509115,NO,NO,
35664889,24576796,NO,NO,
35664889,34366351,NO,NO,
35664889,28458182,NO,NO,
35664889,26141491,NO,NO,
35664889,23801975,NO,NO,
35664889,31428914,NO,NO,
35664889,31111329,NO,NO,
35664889,16317254,NO,NO,
35664889,26519438,NO,NO,
35664889,22835330,NO,NO,
35664889,30716457,NO,NO,
35664889,24577455,NO,NO,
35664889,41594199,NO,NO,
35664889,30703627,NO,NO,
35664889,31636026,NO,NO,
35664889,22009019,NO,NO,
35664889,28116236,NO,NO,
35664889,23838694,NO,NO,
35664889,26146826,NO,NO,
35664889,34697009,NO,NO,
35664889,29950844,NO,NO,
35664889,21385617,NO,NO,
35664889,18065436,NO,NO,
35664889,38327846,NO,NO,
35664889,31447625,NO,NO,
35664889,26738361,NO,NO,
35664889,26025914,NO,NO,
35664889,21195775,NO,NO,
35664889,25926068,NO,NO,
35664889,41677639,NO,NO,
35664889,31918955,NO,NO,
35664889,37900607,NO,NO,
35664889,41633365,NO,NO,
35664889,25264347,NO,NO,
35664889,17968544,NO,NO,
35664889,16875340,NO,NO,
35664889,29159053,NO,NO,
35664889,41127961,NO,NO,
35664889,21149812,NO,NO,
35664889,16477583,NO,NO,
35664889,22008265,NO,NO,
35664889,31493687,NO,NO,
35664889,17240166,NO,NO,
35664889,31578297,NO,NO,
35664889,23125121,NO,NO,
35664889,16157748,NO,NO,
35664889,38924786,NO,NO,
35664889,15847116,NO,NO,
35664889,21215762,NO,NO,
35664889,40995692,NO,NO,
35664889,10727696,NO,NO,
35664889,23541799,NO,NO,
35664889,35348856,NO,NO,
35664889,22284815,NO,NO,
35664889,17615169,NO,NO,
35664889,41677639,NO,NO,
35664889,23857888,NO,NO,
35664889,26606247,NO,NO,
35664889,34628194,NO,NO,
35664889,37834094,NO,NO,
35664889,25539040,NO,NO,
35664889,26236629,NO,NO,
35664889,37062017,NO,NO,
35664889,25273996,YES,YES,
35664889,18268196,YES,YES,
35664889,26673947,YES,YES,
35664889,19164761,YES,YES,
35664889,23576128,YES,YES,
35664889,24278277,YES,YES,
35664889,25518957,YES,YES,
35664889,29394332,YES,YES,
35664889,25511791,YES,YES,
35664889,25009480,YES,YES,
35664889,25797589,YES,YES,
35664889,29704671,YES,YES,
35664889,28662418,YES,YES,
35664889,26401935,YES,YES,
35664889,23805313,YES,YES,
35664889,26810632,YES,YES,
35664889,26501846,YES,YES,
35664889,31461580,YES,YES,
35664889,31497638,YES,YES,
35664889,30488224,YES,YES,
35664889,31873787,YES,YES,
35664889,31887311,YES,YES,
35664889,23582296,YES,YES,
35664889,23670951,YES,YES,
35664889,25396740,YES,YES,
35664889,27252632,YES,YES,
35664889,26682697,YES,YES,
35664889,27258418,YES,YES,
35664889,21785117,YES,YES,
35664889,30014499,YES,YES,
35664889,24523434,YES,YES,
35664889,30718430,YES,YES,
35664889,25913063,YES,YES,
35664889,28219620,YES,YES,
35664889,26707083,YES,YES,
35664889,26859768,YES,YES,
35664889,26944874,YES,YES,
35664889,23565102,YES,YES,
35664889,14761903,YES,YES,
35664889,21930136,YES,YES,
35664889,19687454,YES,YES,
35664889,28724588,YES,YES,
35664889,22952324,YES,YES,
35664889,27301638,YES,YES,
35664889,25619850,YES,YES,
35664889,18661129,YES,YES,
35664889,15668960,YES,YES,
35664889,14527604,YES,YES,
35664889,28119587,YES,YES,
35664889,23986673,YES,YES,
35664889,27679483,YES,YES,
35664889,28304289,YES,YES,
35664889,29748771,YES,YES,
35664889,27662284,YES,YES,
35664889,23092697,YES,YES,
35664889,29614645,YES,YES,
35664889,27567867,YES,YES,
35664889,15585344,YES,YES,
35664889,30545239,YES,YES,
35664889,15695781,YES,YES,
35664889,15212830,YES,YES,
35664889,17898350,YES,YES,
35664889,17219132,YES,YES,
35664889,15084791,YES,YES,
35664889,16534207,YES,YES,
35664889,20493673,YES,YES,
35664889,31273672,YES,YES,
35664889,26594631,YES,YES,
35664889,25899416,YES,YES,
35664889,28348957,YES,YES,
35664889,26185182,YES,YES,
35664889,19126572,YES,YES,
35664889,26928581,YES,YES,
35664889,25773639,YES,YES,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
<<<<<<< Updated upstream
,,,,
>>>>>>> Stashed changes
=======
,,,,
>>>>>>> Stashed changes
